age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
37,technician,married,secondary,no,2707,yes,no,telephone,16,7,1,0,unknown,no
26,services,single,secondary,no,209,yes,no,cellular,22,7,2,0,unknown,no
31,admin.,married,primary,no,355,yes,yes,unknown,4,6,6,0,unknown,no
48,management,married,tertiary,no,866,no,no,cellular,29,1,2,0,unknown,no
49,blue-collar,married,secondary,no,579,yes,no,unknown,28,5,1,0,unknown,no
38,technician,married,secondary,no,821,yes,yes,cellular,17,11,2,1,failure,no
40,management,married,unknown,no,419,yes,no,cellular,10,7,1,0,unknown,no
56,services,divorced,secondary,no,1007,no,no,cellular,29,7,6,0,unknown,no
59,management,married,tertiary,no,2764,no,no,cellular,24,12,1,2,failure,no
33,management,married,secondary,no,3132,yes,no,unknown,23,5,5,0,unknown,no
70,retired,divorced,primary,no,4531,no,no,cellular,18,5,1,0,unknown,no
43,management,divorced,tertiary,no,36,no,no,cellular,26,5,1,2,failure,no
45,admin.,married,secondary,no,638,yes,no,cellular,20,8,9,0,unknown,no
48,services,married,secondary,no,116,yes,no,telephone,20,4,4,0,unknown,no
21,services,single,secondary,no,1903,yes,no,unknown,29,5,2,0,unknown,no
53,unemployed,married,secondary,no,94,no,no,cellular,10,8,1,14,success,yes
48,admin.,married,secondary,no,191,yes,no,cellular,5,2,3,0,unknown,no
31,admin.,married,secondary,no,2304,yes,no,cellular,20,11,2,0,unknown,no
38,self-employed,married,tertiary,no,846,no,no,cellular,2,6,1,0,unknown,no
36,admin.,single,secondary,no,1927,yes,no,cellular,18,11,1,1,other,no
39,services,single,secondary,no,7066,yes,no,cellular,15,5,3,3,other,yes
36,management,married,tertiary,no,23,no,no,cellular,26,8,11,0,unknown,no
39,technician,married,secondary,yes,-183,yes,no,unknown,14,5,2,0,unknown,no
52,admin.,divorced,secondary,no,98,no,yes,unknown,19,6,1,0,unknown,no
19,student,single,primary,no,103,no,no,cellular,10,7,2,0,unknown,yes
39,housemaid,single,primary,no,109,yes,no,unknown,6,5,3,0,unknown,no
38,management,single,tertiary,no,623,no,no,cellular,28,6,4,4,other,yes
39,blue-collar,married,secondary,no,0,yes,no,cellular,30,4,1,1,failure,no
36,blue-collar,married,secondary,no,198,yes,no,unknown,9,5,2,0,unknown,no
35,blue-collar,single,unknown,no,871,yes,no,unknown,6,6,3,0,unknown,no
31,admin.,single,secondary,no,68,yes,no,cellular,16,4,2,0,unknown,no
42,technician,married,secondary,no,4945,yes,no,cellular,2,3,2,0,unknown,yes
27,admin.,married,secondary,no,132,no,no,cellular,13,10,2,0,unknown,no
42,admin.,married,secondary,no,-396,yes,no,cellular,11,5,1,4,failure,no
52,admin.,single,primary,no,0,no,no,unknown,19,5,11,0,unknown,no
30,unemployed,married,secondary,no,1210,no,no,cellular,9,7,4,0,unknown,no
29,blue-collar,single,secondary,no,770,yes,no,cellular,17,4,1,0,unknown,no
31,management,married,tertiary,no,8312,no,no,cellular,29,8,13,0,unknown,no
49,technician,married,primary,no,230,yes,no,unknown,8,5,1,0,unknown,no
80,housemaid,married,primary,no,0,no,no,cellular,23,2,1,1,failure,yes
31,technician,single,secondary,no,1970,no,no,telephone,17,4,3,0,unknown,no
51,housemaid,married,secondary,no,260,no,no,cellular,27,8,5,0,unknown,no
47,technician,married,secondary,no,1167,yes,no,cellular,30,4,1,5,failure,yes
40,management,married,tertiary,no,1584,yes,no,telephone,21,11,1,0,unknown,no
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,7,8,0,unknown,yes
41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,6,5,0,unknown,no
27,technician,single,secondary,no,158,no,no,unknown,1,7,2,0,unknown,yes
34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,7,2,0,unknown,no
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,2,1,2,failure,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,4,4,0,unknown,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,11,2,1,failure,no
31,technician,single,secondary,no,125,no,no,cellular,22,8,2,0,unknown,no
49,unknown,married,unknown,no,301,no,no,cellular,14,8,2,0,unknown,no
37,technician,single,secondary,no,267,no,no,cellular,13,5,1,0,unknown,no
37,services,married,secondary,no,4760,yes,no,cellular,8,5,2,2,failure,no
33,services,divorced,secondary,no,411,yes,no,unknown,8,5,1,0,unknown,no
52,unknown,married,primary,no,247,no,no,cellular,29,7,6,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,7,8,0,unknown,no
29,blue-collar,single,secondary,no,309,yes,no,cellular,11,5,3,0,unknown,no
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,7,1,0,unknown,no
39,management,single,tertiary,no,816,yes,no,cellular,27,8,3,0,unknown,no
46,management,married,tertiary,no,477,yes,no,unknown,20,5,6,0,unknown,no
76,retired,divorced,primary,no,86,no,no,cellular,12,8,1,0,unknown,no
37,management,married,primary,no,22856,no,no,cellular,2,7,1,1,failure,no
48,retired,married,primary,yes,-285,no,yes,cellular,19,11,1,0,unknown,no
37,services,married,secondary,no,4760,yes,no,cellular,20,11,2,0,unknown,no
55,entrepreneur,married,primary,no,298,yes,no,unknown,8,5,3,0,unknown,no
55,management,divorced,tertiary,no,-612,no,no,cellular,26,8,2,0,unknown,no
27,self-employed,single,secondary,no,50,no,no,cellular,29,1,1,0,unknown,no
49,admin.,married,secondary,no,197,yes,no,cellular,13,4,1,2,failure,yes
44,technician,married,tertiary,no,1707,no,no,cellular,8,8,3,0,unknown,no
58,technician,single,secondary,no,409,no,yes,cellular,14,7,2,0,unknown,no
39,management,married,tertiary,no,278,no,yes,cellular,28,7,3,0,unknown,no
75,retired,divorced,secondary,no,1341,no,no,cellular,18,12,7,0,unknown,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,10,1,4,success,yes
47,housemaid,single,tertiary,no,3727,no,no,unknown,12,6,6,0,unknown,yes
62,retired,married,secondary,no,816,no,no,cellular,1,9,2,0,unknown,no
29,blue-collar,married,primary,no,200,yes,no,unknown,30,5,2,0,unknown,no
35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,6,3,0,unknown,no
59,housemaid,married,secondary,no,345,no,no,unknown,9,6,1,0,unknown,no
42,services,married,secondary,no,-91,yes,yes,cellular,5,2,1,0,unknown,no
55,management,married,unknown,no,559,no,no,cellular,28,1,2,0,unknown,no
39,management,single,tertiary,no,12437,no,no,telephone,18,11,1,0,unknown,no
48,management,single,secondary,no,290,yes,no,cellular,21,7,2,0,unknown,no
50,self-employed,married,tertiary,no,202,yes,no,cellular,15,4,1,4,failure,no
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,4,1,0,unknown,yes
33,admin.,single,tertiary,no,490,yes,no,cellular,7,5,1,2,failure,no
49,management,married,tertiary,no,1430,no,no,cellular,18,11,2,0,unknown,no
33,services,married,secondary,no,804,yes,yes,unknown,8,5,1,0,unknown,no
71,retired,married,primary,no,4657,no,no,cellular,16,2,5,0,unknown,yes
43,self-employed,single,tertiary,no,0,no,no,unknown,19,6,1,0,unknown,no
43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,5,1,0,unknown,no
53,technician,married,secondary,no,0,no,no,cellular,22,8,9,0,unknown,no
54,unknown,married,unknown,no,895,no,no,cellular,7,10,1,0,unknown,yes
31,management,married,tertiary,no,582,yes,no,cellular,15,7,2,0,unknown,no
32,student,married,secondary,no,1694,yes,no,cellular,28,1,1,0,unknown,no
55,retired,married,secondary,no,1467,no,yes,cellular,29,7,2,0,unknown,no
58,self-employed,married,primary,no,1013,yes,no,cellular,11,8,1,1,failure,yes
20,student,single,secondary,no,502,no,no,cellular,30,4,1,0,unknown,yes
29,technician,single,tertiary,no,2485,no,no,telephone,24,7,6,0,unknown,no
32,technician,single,secondary,no,271,yes,no,cellular,13,5,2,2,other,no
36,management,married,tertiary,no,-381,yes,no,cellular,31,7,29,0,unknown,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,30,5,2,0,unknown,no
54,admin.,married,secondary,no,0,no,no,cellular,28,1,1,2,failure,yes
36,blue-collar,married,secondary,no,141,yes,no,unknown,23,5,3,0,unknown,no
42,services,married,secondary,no,96,yes,no,cellular,5,5,3,2,failure,no
29,technician,married,secondary,no,1599,yes,no,cellular,8,7,1,1,failure,no
54,services,married,secondary,no,158,yes,no,unknown,19,5,1,0,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,16,7,6,0,unknown,no
47,services,married,secondary,no,405,no,yes,cellular,8,8,2,0,unknown,yes
52,technician,married,secondary,no,1818,no,yes,cellular,17,11,2,4,failure,no
44,blue-collar,married,secondary,no,508,yes,no,cellular,20,4,1,1,failure,no
48,management,married,tertiary,no,263,yes,no,unknown,5,5,2,0,unknown,no
43,unemployed,divorced,secondary,no,1577,yes,no,cellular,19,11,1,0,unknown,no
55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,8,2,0,unknown,no
32,blue-collar,single,secondary,no,135,yes,no,cellular,18,5,2,0,unknown,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,1,2,1,failure,no
29,services,divorced,secondary,no,84,yes,no,cellular,13,4,2,0,unknown,yes
59,retired,divorced,secondary,no,1026,no,no,unknown,5,11,1,0,unknown,yes
63,retired,married,secondary,no,2747,no,no,cellular,11,9,1,1,failure,no
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,5,1,0,unknown,no
59,retired,married,secondary,no,319,yes,no,unknown,5,5,3,0,unknown,no
37,management,single,tertiary,no,9,no,no,cellular,26,8,2,0,unknown,no
33,services,married,secondary,no,0,yes,no,telephone,22,7,8,0,unknown,no
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,6,1,0,unknown,yes
60,retired,married,tertiary,no,225,no,no,cellular,19,8,2,0,unknown,no
46,blue-collar,married,secondary,no,182,no,no,cellular,4,2,1,0,unknown,no
42,services,married,secondary,no,3620,yes,no,unknown,27,5,16,0,unknown,no
34,housemaid,married,primary,no,2929,no,no,cellular,14,8,2,0,unknown,yes
26,management,single,tertiary,no,205,no,no,unknown,26,5,1,0,unknown,no
26,technician,married,tertiary,no,3825,yes,no,unknown,13,5,1,0,unknown,no
48,management,single,tertiary,no,414,no,no,cellular,21,7,2,0,unknown,no
32,management,single,tertiary,no,574,yes,no,cellular,14,4,2,3,failure,no
56,services,divorced,unknown,no,1877,yes,no,unknown,30,5,1,0,unknown,no
29,entrepreneur,single,secondary,no,404,no,no,cellular,30,1,3,0,unknown,no
32,services,single,secondary,no,2478,no,yes,cellular,20,11,1,0,unknown,no
24,student,single,secondary,no,1847,no,no,cellular,9,12,1,0,unknown,no
41,blue-collar,married,primary,no,389,yes,no,unknown,16,6,6,0,unknown,no
36,management,divorced,tertiary,no,608,no,no,cellular,26,8,2,0,unknown,no
51,technician,married,secondary,no,1490,yes,no,cellular,18,7,2,0,unknown,no
47,services,divorced,secondary,no,4906,yes,no,unknown,14,5,1,0,unknown,no
78,retired,married,tertiary,no,226,no,no,telephone,6,11,1,0,unknown,no
31,technician,single,secondary,no,1094,yes,no,unknown,12,6,8,0,unknown,no
47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,27,5,2,0,unknown,no
33,services,married,secondary,no,4789,yes,yes,cellular,11,5,1,4,failure,no
37,blue-collar,married,primary,no,403,yes,no,cellular,8,5,2,1,success,no
43,services,married,secondary,no,642,no,no,cellular,31,7,2,0,unknown,no
46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,11,1,8,failure,no
35,management,married,tertiary,no,365,no,no,cellular,21,11,2,0,unknown,no
26,services,single,secondary,no,5533,yes,no,cellular,7,5,2,4,failure,no
36,services,married,secondary,no,472,yes,no,unknown,19,6,1,0,unknown,no
59,technician,married,secondary,no,1,no,no,cellular,15,4,2,3,failure,yes
36,technician,single,tertiary,no,197,no,no,cellular,30,4,1,0,unknown,yes
39,technician,married,secondary,no,1048,no,yes,cellular,21,7,1,0,unknown,no
43,admin.,married,secondary,no,132,no,no,cellular,19,8,1,3,success,yes
39,self-employed,married,secondary,no,31,yes,no,cellular,20,11,2,4,failure,no
32,technician,single,tertiary,no,1100,yes,yes,cellular,11,8,1,0,unknown,no
48,management,married,secondary,no,117,yes,no,cellular,16,4,1,0,unknown,no
51,management,married,unknown,no,712,no,no,cellular,13,8,2,0,unknown,no
57,self-employed,married,secondary,no,11494,no,no,cellular,19,11,1,0,unknown,no
33,blue-collar,married,primary,no,0,yes,no,unknown,15,5,1,0,unknown,no
53,technician,married,secondary,no,719,yes,no,unknown,14,5,1,0,unknown,no
45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,5,1,0,unknown,no
52,unemployed,married,primary,no,255,no,yes,cellular,10,7,3,0,unknown,no
33,technician,single,secondary,no,647,yes,yes,cellular,4,2,1,1,other,no
23,admin.,single,secondary,no,5,no,no,unknown,12,5,1,0,unknown,no
46,technician,married,secondary,no,966,yes,yes,cellular,19,8,2,0,unknown,no
51,management,married,tertiary,no,2934,yes,no,cellular,18,11,4,0,unknown,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,4,1,1,failure,no
47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,2,2,0,unknown,no
36,management,single,secondary,no,1511,yes,no,cellular,16,11,1,0,unknown,yes
35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,11,1,2,failure,no
47,technician,married,secondary,no,1233,yes,no,unknown,11,9,1,2,other,yes
31,blue-collar,single,secondary,no,609,yes,no,cellular,14,4,1,1,failure,no
35,self-employed,married,secondary,no,524,yes,no,cellular,21,11,4,0,unknown,no
42,entrepreneur,divorced,tertiary,yes,2,yes,no,unknown,5,5,1,0,unknown,no
47,self-employed,married,tertiary,no,751,no,no,cellular,24,7,14,0,unknown,no
33,blue-collar,married,secondary,no,43,yes,no,cellular,14,5,2,2,failure,no
33,management,single,tertiary,no,-53,no,no,cellular,29,1,2,0,unknown,no
40,technician,married,secondary,no,169,yes,no,cellular,18,8,4,0,unknown,no
42,admin.,married,unknown,no,642,yes,yes,unknown,16,5,2,0,unknown,no
31,admin.,married,secondary,no,389,yes,no,cellular,7,12,1,2,failure,no
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,5,9,0,unknown,no
47,technician,married,secondary,no,-938,yes,no,unknown,28,5,2,0,unknown,no
27,student,single,secondary,no,8366,no,no,cellular,7,5,2,1,other,no
35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,8,4,0,unknown,no
31,technician,divorced,secondary,no,202,yes,no,cellular,18,7,1,0,unknown,no
57,blue-collar,married,secondary,no,2887,no,no,cellular,21,8,10,0,unknown,yes
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,6,2,0,unknown,no
37,services,single,secondary,no,1050,yes,no,cellular,3,2,3,0,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,20,8,4,0,unknown,no
30,housemaid,single,secondary,no,1924,no,no,cellular,6,2,1,0,unknown,no
27,admin.,married,secondary,no,1033,yes,no,unknown,9,5,1,0,unknown,no
37,management,married,tertiary,no,393,yes,no,cellular,14,5,3,4,failure,yes
31,admin.,single,secondary,no,144,yes,no,unknown,4,7,11,0,unknown,no
37,blue-collar,married,primary,no,3242,yes,no,unknown,21,5,1,0,unknown,no
49,management,married,tertiary,no,852,yes,no,cellular,20,11,1,0,unknown,no
39,admin.,married,tertiary,no,722,no,no,telephone,23,4,1,0,unknown,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,5,1,0,unknown,no
58,technician,divorced,secondary,no,-123,no,no,cellular,5,8,2,0,unknown,no
28,admin.,single,secondary,no,89,yes,yes,cellular,6,2,2,0,unknown,no
71,retired,married,secondary,no,2850,no,no,cellular,17,2,1,0,unknown,yes
46,admin.,married,secondary,no,70,yes,no,cellular,27,3,2,0,unknown,yes
36,blue-collar,married,secondary,no,0,no,no,unknown,20,6,3,0,unknown,no
45,self-employed,married,tertiary,no,334,no,no,unknown,5,6,2,0,unknown,no
61,retired,married,secondary,no,5207,no,no,cellular,11,9,1,2,other,no
71,unknown,married,tertiary,no,353,no,no,cellular,27,1,1,2,failure,no
58,retired,married,secondary,no,3382,no,yes,cellular,28,5,2,2,failure,no
53,unknown,married,primary,no,732,no,no,cellular,27,10,2,0,unknown,yes
64,housemaid,married,primary,no,768,no,no,cellular,15,7,2,1,success,no
36,technician,married,secondary,no,55,yes,no,cellular,13,5,2,4,failure,no
83,retired,divorced,primary,no,0,no,no,telephone,31,5,1,3,success,no
32,technician,married,secondary,no,485,no,no,cellular,26,8,14,0,unknown,no
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,5,2,0,unknown,no
40,services,married,unknown,no,4075,yes,no,unknown,16,6,3,0,unknown,no
41,management,married,tertiary,no,3016,yes,no,cellular,14,7,3,0,unknown,no
26,student,single,secondary,no,279,no,no,cellular,7,5,3,0,unknown,no
48,management,married,tertiary,no,586,yes,yes,cellular,6,5,2,0,unknown,no
56,admin.,married,unknown,no,2038,no,no,cellular,8,2,1,1,success,no
58,admin.,married,secondary,no,3496,yes,no,unknown,2,6,4,0,unknown,no
19,student,single,secondary,no,302,no,no,cellular,16,7,1,0,unknown,yes
41,services,married,secondary,no,3992,yes,no,telephone,20,11,2,0,unknown,no
49,technician,divorced,secondary,no,265,yes,no,unknown,12,5,6,0,unknown,no
37,blue-collar,married,secondary,no,196,yes,no,unknown,5,6,3,0,unknown,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,1,2,3,failure,no
52,services,married,secondary,no,657,no,no,telephone,7,7,2,2,failure,yes
39,services,single,secondary,no,471,no,no,unknown,15,10,1,0,unknown,no
34,technician,married,secondary,no,0,yes,no,cellular,29,8,4,0,unknown,no
38,management,divorced,unknown,no,0,yes,no,cellular,18,11,2,0,unknown,no
41,admin.,single,secondary,no,748,no,no,telephone,21,11,7,3,other,no
43,blue-collar,married,primary,no,7727,yes,no,unknown,15,5,8,0,unknown,no
37,technician,single,secondary,no,5436,yes,no,cellular,6,5,11,1,failure,no
43,unemployed,married,primary,no,960,yes,yes,unknown,15,5,2,0,unknown,no
35,management,married,tertiary,no,24,yes,no,cellular,8,4,1,2,failure,no
37,technician,single,secondary,no,0,no,no,cellular,4,8,2,0,unknown,no
30,technician,single,secondary,no,3107,yes,no,unknown,3,6,2,0,unknown,no
60,technician,married,primary,no,65,yes,no,unknown,9,5,2,0,unknown,yes
43,blue-collar,married,primary,no,60,no,no,cellular,8,5,2,2,other,no
30,services,married,secondary,no,227,no,yes,unknown,3,6,1,0,unknown,no
30,unemployed,married,secondary,no,142,yes,no,unknown,20,5,4,0,unknown,no
45,unemployed,divorced,primary,no,757,no,no,cellular,20,4,1,4,failure,no
36,technician,married,secondary,no,480,no,no,cellular,20,10,1,0,unknown,yes
30,admin.,married,secondary,no,518,yes,no,cellular,8,5,1,0,unknown,no
59,retired,married,secondary,no,0,no,no,unknown,5,6,1,0,unknown,yes
32,services,married,secondary,yes,-220,yes,yes,cellular,25,7,2,0,unknown,no
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,7,3,0,unknown,no
54,blue-collar,married,primary,no,781,yes,no,unknown,9,5,2,0,unknown,no
31,blue-collar,married,primary,no,99,yes,no,cellular,17,4,2,1,other,no
45,admin.,married,secondary,no,644,no,yes,telephone,22,7,1,0,unknown,no
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,11,1,0,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,7,6,0,unknown,no
28,services,single,secondary,no,229,yes,no,unknown,9,5,1,0,unknown,no
40,services,single,secondary,no,888,yes,no,unknown,12,5,2,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,8,10,0,unknown,no
46,unemployed,divorced,primary,no,23,no,no,cellular,21,11,1,0,unknown,no
30,admin.,single,secondary,no,-635,no,no,cellular,25,7,1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,5,1,1,failure,no
47,management,married,tertiary,no,7708,yes,no,cellular,21,11,5,0,unknown,no
48,blue-collar,married,secondary,no,705,no,no,unknown,13,5,2,0,unknown,no
34,management,married,secondary,no,1007,yes,no,cellular,21,7,2,0,unknown,no
55,blue-collar,married,secondary,no,383,no,no,unknown,5,5,1,0,unknown,no
44,management,married,secondary,yes,0,yes,no,cellular,11,7,2,0,unknown,no
42,management,divorced,tertiary,no,16,no,no,cellular,19,11,3,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,6,1,0,unknown,no
41,technician,married,secondary,no,0,no,yes,cellular,23,7,1,0,unknown,no
44,blue-collar,married,primary,no,420,yes,no,unknown,7,5,2,0,unknown,no
32,self-employed,single,secondary,no,1259,no,no,cellular,25,7,2,0,unknown,no
53,blue-collar,married,primary,no,1868,no,no,cellular,8,8,4,0,unknown,no
45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,11,2,0,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,21,11,6,0,unknown,no
46,blue-collar,married,primary,no,328,yes,no,unknown,21,5,8,0,unknown,no
31,unemployed,married,tertiary,no,7744,no,no,cellular,26,8,8,0,unknown,no
40,management,married,tertiary,no,0,no,no,cellular,14,7,8,0,unknown,no
79,retired,divorced,unknown,no,2628,no,no,telephone,8,7,7,2,failure,no
47,blue-collar,married,primary,no,320,no,no,telephone,30,7,2,0,unknown,no
38,technician,single,tertiary,no,0,no,no,cellular,28,8,2,0,unknown,no
42,management,single,tertiary,no,525,no,no,cellular,13,8,2,0,unknown,no
41,blue-collar,married,secondary,no,343,yes,no,unknown,14,5,7,0,unknown,no
45,admin.,single,secondary,no,0,yes,no,cellular,8,5,1,0,unknown,no
26,management,single,tertiary,no,122,no,yes,cellular,8,7,1,0,unknown,no
50,self-employed,married,secondary,no,1138,no,no,cellular,14,8,10,0,unknown,no
64,retired,married,secondary,no,1574,no,no,telephone,29,7,3,0,unknown,yes
31,admin.,married,secondary,no,314,yes,no,cellular,17,4,1,0,unknown,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,6,4,0,unknown,no
47,admin.,single,secondary,no,1544,yes,no,cellular,6,4,1,1,failure,no
43,management,divorced,tertiary,no,38,yes,no,cellular,25,7,6,0,unknown,no
48,management,married,unknown,no,0,yes,no,cellular,8,5,1,1,other,no
31,technician,single,unknown,no,694,yes,no,unknown,6,6,2,0,unknown,no
83,retired,married,primary,no,425,no,no,telephone,22,6,1,1,failure,yes
45,technician,single,secondary,no,410,yes,no,unknown,30,5,4,0,unknown,yes
41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,7,3,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,6,3,0,unknown,no
66,retired,married,tertiary,no,2262,no,no,cellular,22,4,1,0,unknown,no
36,management,single,tertiary,no,0,no,no,cellular,11,8,2,0,unknown,no
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,4,1,1,other,no
36,management,single,tertiary,no,2806,yes,no,unknown,30,5,4,0,unknown,no
48,technician,married,secondary,no,10655,no,no,telephone,31,7,3,0,unknown,no
50,self-employed,married,secondary,no,36,no,no,cellular,13,8,10,0,unknown,no
46,admin.,single,secondary,no,751,yes,no,unknown,13,5,2,0,unknown,no
32,services,single,unknown,no,6145,yes,no,cellular,14,5,1,13,failure,no
52,management,married,tertiary,no,-11,yes,no,cellular,11,5,4,0,unknown,no
29,student,single,unknown,no,145,no,no,cellular,14,8,1,0,unknown,no
47,management,married,tertiary,no,3681,no,no,cellular,14,8,2,0,unknown,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,2,7,3,failure,no
38,management,married,tertiary,no,46,no,no,cellular,29,8,4,0,unknown,no
41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,6,2,0,unknown,no
42,technician,married,secondary,no,1048,yes,no,telephone,6,2,2,0,unknown,no
41,admin.,married,primary,no,-306,yes,no,unknown,15,5,1,0,unknown,yes
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,8,10,0,unknown,no
46,management,divorced,secondary,no,558,no,no,cellular,19,8,6,0,unknown,no
43,blue-collar,married,primary,no,188,yes,no,cellular,12,5,3,5,failure,no
29,blue-collar,single,primary,no,950,yes,no,unknown,4,6,3,0,unknown,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,17,4,2,0,unknown,no
41,services,divorced,secondary,no,787,yes,no,cellular,8,5,2,0,unknown,no
54,technician,married,tertiary,no,876,no,no,cellular,27,10,3,3,success,yes
32,management,single,tertiary,no,473,yes,no,cellular,11,5,2,1,other,no
55,blue-collar,married,primary,no,2275,no,no,cellular,25,8,9,0,unknown,no
49,blue-collar,single,primary,no,3018,yes,no,unknown,15,5,1,0,unknown,no
40,self-employed,married,primary,no,2077,yes,no,cellular,13,5,1,24,other,no
45,blue-collar,married,primary,no,185,yes,no,cellular,29,1,3,0,unknown,no
25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,15,5,2,0,unknown,no
50,services,single,primary,no,148,yes,no,unknown,7,5,2,0,unknown,no
49,services,married,secondary,no,66,yes,yes,cellular,21,11,4,0,unknown,no
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,4,1,1,failure,no
51,technician,married,primary,no,1550,no,no,unknown,20,6,5,0,unknown,no
57,management,married,unknown,no,0,no,no,cellular,30,9,1,0,unknown,no
32,services,married,tertiary,no,4908,no,yes,cellular,13,5,2,0,unknown,no
38,technician,married,secondary,no,1960,yes,no,cellular,21,8,2,0,unknown,no
35,management,single,tertiary,no,5958,yes,no,cellular,22,3,1,0,unknown,yes
31,management,single,tertiary,no,385,yes,no,unknown,21,5,1,0,unknown,no
54,services,married,secondary,no,812,no,no,cellular,31,7,6,0,unknown,no
43,self-employed,married,secondary,no,104,no,no,unknown,17,6,1,0,unknown,no
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,7,1,0,unknown,no
30,student,single,secondary,no,0,yes,no,cellular,19,11,1,0,unknown,no
21,student,single,secondary,no,6,no,no,unknown,9,5,1,0,unknown,no
54,services,married,secondary,no,386,yes,no,cellular,2,8,2,0,unknown,no
35,management,married,secondary,no,1160,yes,no,unknown,27,5,3,0,unknown,no
27,management,single,tertiary,no,390,no,no,cellular,28,10,1,1,success,no
36,technician,married,secondary,no,191,no,no,cellular,31,8,1,0,unknown,no
27,student,single,secondary,no,1566,no,no,cellular,30,1,5,0,unknown,no
42,management,married,tertiary,no,1205,no,no,telephone,8,9,2,0,unknown,yes
70,retired,married,secondary,no,2815,no,no,cellular,26,4,2,1,failure,no
34,admin.,married,secondary,no,1499,yes,no,cellular,13,4,1,2,failure,no
32,services,married,secondary,no,162,yes,no,unknown,14,5,2,0,unknown,no
40,admin.,single,secondary,no,-1,no,no,cellular,7,7,1,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,13,8,1,5,failure,no
38,self-employed,married,secondary,no,746,no,no,unknown,20,6,3,0,unknown,no
34,management,single,tertiary,no,171,yes,no,cellular,7,5,1,1,failure,no
30,technician,single,secondary,no,57,no,no,cellular,2,2,2,0,unknown,no
42,blue-collar,married,secondary,no,3052,yes,no,unknown,27,5,1,0,unknown,no
48,technician,married,secondary,no,5,no,no,unknown,9,6,6,0,unknown,no
25,services,single,secondary,no,3217,yes,no,unknown,28,5,1,0,unknown,no
30,management,single,tertiary,no,162,yes,no,unknown,20,5,4,0,unknown,no
32,technician,single,tertiary,no,2185,no,no,cellular,20,11,2,0,unknown,no
78,retired,divorced,primary,no,229,no,no,telephone,22,10,1,0,unknown,yes
32,blue-collar,married,secondary,no,34,yes,no,cellular,5,5,2,0,unknown,no
41,management,married,tertiary,no,-29,no,no,cellular,29,1,2,2,failure,no
40,student,married,secondary,no,260,no,no,cellular,19,11,1,6,failure,no
